frame,pID,unitID,x,y
4440,1,169,2246,3787
4440,0,168,1568,304
4440,1,192,2112,3824
4440,1,163,2144,3691
4440,1,185,1728,3632
4440,1,188,2308,3729
4440,0,160,1072,132
4440,1,190,2178,3953
4440,0,184,875,235
4440,0,189,1568,304
4440,0,37,959,232
4440,0,40,907,157
4440,1,44,1763,552
4440,1,50,2260,3941
4440,0,55,2394,3800
4440,1,56,2249,3944
4440,1,186,2292,3787
4440,1,61,2112,3824
4440,1,155,2285,3828
4440,0,187,988,276
4440,1,183,2000,3648
4440,0,83,931,322
4440,0,158,1096,146
4440,1,175,1744,3698
4440,0,88,1056,272
4440,1,94,2112,3648
4440,0,176,988,323
4440,0,174,1074,203
4440,0,179,924,387
4440,0,164,907,139
4440,1,159,2292,3828
4440,0,170,907,180
4440,1,166,2267,3828
4440,0,154,907,404
4440,1,171,1984,3888
4440,0,191,1045,344
4440,1,157,2260,3941
4440,1,116,2285,3885
4440,0,172,970,334
4440,0,156,971,235
4440,1,173,2185,3783
4440,0,167,907,171
4440,0,193,1056,272
4440,0,178,1328,192
4440,1,165,2096,3904
4560,1,177,2260,3892
4560,1,180,2180,3691
4560,1,181,2393,3921
4560,0,182,1024,192
4560,0,8,1056,96
4560,0,162,1536,224
4560,1,169,2209,3786
4560,0,168,1568,304
4560,1,192,2112,3824
4560,1,163,2144,3700
4560,1,185,1728,3632
4560,1,188,2376,3905
4560,0,160,1096,132
4560,1,190,2250,4003
4560,0,184,926,235
4560,0,189,1568,304
4560,1,194,2224,4032
4560,0,37,875,276
4560,0,40,907,157
4560,1,44,1448,256
4560,1,50,2260,3941
4560,1,56,2197,3894
4560,1,186,2246,3787
4560,1,61,2112,3824
4560,1,155,2118,3691
4560,0,187,907,139
4560,1,183,2000,3648
4560,0,83,942,323
4560,0,158,1072,143
